id,City,State,District,Density,Latitude,Longitude,Rating,Number of Reviews
Hospital #625,Bangalore,Karnataka,Bangalore Urban,4378,12.97173235,77.53164151,4.4,972
Hospital #626,Bangalore,Karnataka,Bangalore Urban,4378,12.8760446,77.49950706,4.1,1878
Hospital #627,Bangalore,Karnataka,Bangalore Urban,4378,12.86402319,77.56950117,4.3,458
Hospital #628,Bangalore,Karnataka,Bangalore Urban,4378,13.29909425,77.58676781,2.3,103
Hospital #629,Bangalore,Karnataka,Bangalore Urban,4378,13.00527146,77.5167275,3.6,138
Hospital #630,Bangalore,Karnataka,Bangalore Urban,4378,12.95184273,77.56498506,3.7,803
Hospital #631,Bangalore,Karnataka,Bangalore Urban,4378,13.10484677,77.63496996,4.3,1916
Hospital #632,Bangalore,Karnataka,Bangalore Urban,4378,13.0740505,77.52227221,3.2,52
Hospital #633,Bangalore,Karnataka,Bangalore Urban,4378,13.14155759,77.41768807,3.3,100
Hospital #634,Bangalore,Karnataka,Bangalore Urban,4378,12.8831299,77.56535896,3.9,32
Hospital #635,Bangalore,Karnataka,Bangalore Urban,4378,12.97294042,77.46493653,3.7,312
Hospital #636,Bangalore,Karnataka,Bangalore Urban,4378,12.88514668,77.56281074,4.4,3492
Hospital #637,Bangalore,Karnataka,Bangalore Urban,4378,13.42221741,76.96587447,5,1
Hospital #638,Bangalore,Karnataka,Bangalore Urban,4378,13.02045678,77.53965773,4.5,2018
Hospital #639,Bangalore,Karnataka,Bangalore Urban,4378,13.02510743,77.53416028,4,83
Hospital #640,Bangalore,Karnataka,Bangalore Urban,4378,13.03028859,77.7283315,4.7,4761
Hospital #641,Bangalore,Karnataka,Bangalore Urban,4378,12.93558411,77.55628141,3.3,354
Hospital #642,Bangalore,Karnataka,Bangalore Urban,4378,13.00306736,77.59067917,3.7,608
Hospital #643,Bangalore,Karnataka,Bangalore Urban,4378,12.90973446,77.53986322,4.2,348
Hospital #644,Bangalore,Karnataka,Bangalore Urban,4378,12.98328286,77.5167428,4.5,361
Hospital #645,Bangalore,Karnataka,Bangalore Urban,4378,13.06352104,77.61390969,3.2,212
Hospital #646,Bangalore,Karnataka,Bangalore Urban,4378,12.81031591,77.52103639,3.3,78
Hospital #647,Bangalore,Karnataka,Bangalore Urban,4378,12.94712567,77.47140946,4.1,726
Hospital #648,Bangalore,Karnataka,Bangalore Urban,4378,13.10013455,77.59597775,4,622
Hospital #649,Bangalore,Karnataka,Bangalore Urban,4378,13.0502313,77.45975267,5,1
Hospital #650,Bangalore,Karnataka,Bangalore Urban,4378,12.92275464,77.64429635,4.1,182
Hospital #651,Bangalore,Karnataka,Bangalore Urban,4378,12.94364722,77.58509199,4.1,229
Hospital #652,Bangalore,Karnataka,Bangalore Urban,4378,12.96630195,77.57453361,4.7,675
Hospital #653,Bangalore,Karnataka,Bangalore Urban,4378,13.02880569,77.54797924,4.7,11513
Hospital #654,Bangalore,Karnataka,Bangalore Urban,4378,12.92050729,77.67865139,4.5,570
Hospital #655,Bangalore,Karnataka,Bangalore Urban,4378,13.41677003,77.7788969,5,1
Hospital #656,Bangalore,Karnataka,Bangalore Urban,4378,13.01308196,77.59458685,3.8,92
Hospital #657,Bangalore,Karnataka,Bangalore Urban,4378,12.97609675,77.41021226,3.6,146
Hospital #658,Bangalore,Karnataka,Bangalore Urban,4378,13.11988844,77.62572268,3.9,79
Hospital #659,Bangalore,Karnataka,Bangalore Urban,4378,12.70949782,77.75256477,5,3
Hospital #660,Bangalore,Karnataka,Bangalore Urban,4378,13.13933178,77.49829437,4.5,98
Hospital #661,Bangalore,Karnataka,Bangalore Urban,4378,12.82196858,77.56614801,4.1,419
Hospital #662,Bangalore,Karnataka,Bangalore Urban,4378,12.95975622,77.5874779,4.1,1019
Hospital #663,Bangalore,Karnataka,Bangalore Urban,4378,12.61264166,77.45528088,4.4,23
Hospital #664,Bangalore,Karnataka,Bangalore Urban,4378,13.24893056,77.45155216,2.7,71
Hospital #665,Bangalore,Karnataka,Bangalore Urban,4378,12.88062933,77.66537628,3,122
Hospital #666,Bangalore,Karnataka,Bangalore Urban,4378,12.97121432,77.59922742,3.7,837
Hospital #667,Bangalore,Karnataka,Bangalore Urban,4378,13.06220332,77.53635255,4.7,8150
Hospital #668,Bangalore,Karnataka,Bangalore Urban,4378,13.0451043,77.51522013,4.9,1848
Hospital #669,Bangalore,Karnataka,Bangalore Urban,4378,12.87386936,77.60526059,3.6,1660
Hospital #670,Bangalore,Karnataka,Bangalore Urban,4378,12.75536003,77.47257977,2.8,93
Hospital #671,Bangalore,Karnataka,Bangalore Urban,4378,12.98024167,77.64029242,4.6,1762
Hospital #672,Bangalore,Karnataka,Bangalore Urban,4378,12.95353264,77.63580385,4,351
Hospital #673,Bangalore,Karnataka,Bangalore Urban,4378,12.92792468,77.58662527,2.8,220
Hospital #674,Bangalore,Karnataka,Bangalore Urban,4378,12.91900689,77.53717037,2.9,627
Hospital #675,Bangalore,Karnataka,Bangalore Urban,4378,13.07104382,77.37471088,3.6,148
Hospital #676,Bangalore,Karnataka,Bangalore Urban,4378,12.95654654,77.58081589,4.1,229
Hospital #677,Bangalore,Karnataka,Bangalore Urban,4378,12.99743745,77.66688335,4.2,285
Hospital #678,Bangalore,Karnataka,Bangalore Urban,4378,12.9031382,77.56794528,4.6,8018
Hospital #679,Bangalore,Karnataka,Bangalore Urban,4378,12.96367418,77.53821433,4.5,2027
Hospital #680,Bangalore,Karnataka,Bangalore Urban,4378,12.77771519,77.64017134,4.3,1227
Hospital #681,Bangalore,Karnataka,Bangalore Urban,4378,12.94146592,77.53915147,3.5,25
Hospital #682,Bangalore,Karnataka,Bangalore Urban,4378,12.97590019,77.53090095,4.1,664
Hospital #683,Bangalore,Karnataka,Bangalore Urban,4378,12.92044055,77.65964177,3.1,96
Hospital #684,Bangalore,Karnataka,Bangalore Urban,4378,13.02435322,77.57098778,4.1,229
Hospital #685,Bangalore,Karnataka,Bangalore Urban,4378,12.98236396,77.62236263,3.7,697
Hospital #686,Bangalore,Karnataka,Bangalore Urban,4378,12.93435516,77.57503644,4.7,10360
Hospital #687,Bangalore,Karnataka,Bangalore Urban,4378,12.88974322,77.60052612,4.7,19353
Hospital #688,Bangalore,Karnataka,Bangalore Urban,4378,12.99999544,77.66582646,4.7,1894
Hospital #689,Bangalore,Karnataka,Bangalore Urban,4378,12.96704783,77.23994206,2.1,230
Hospital #690,Bangalore,Karnataka,Bangalore Urban,4378,12.97260507,77.65521368,4.3,881
Hospital #691,Bangalore,Karnataka,Bangalore Urban,4378,12.88392682,77.82422154,3.5,47
Hospital #692,Bangalore,Karnataka,Bangalore Urban,4378,12.85544369,77.46414072,4,147
Hospital #693,Bangalore,Karnataka,Bangalore Urban,4378,12.95362843,77.5964776,3.9,198
Hospital #694,Bangalore,Karnataka,Bangalore Urban,4378,12.96186099,77.59589224,4.4,129
Hospital #695,Bangalore,Karnataka,Bangalore Urban,4378,12.97522473,77.50174135,3.9,644
Hospital #696,Bangalore,Karnataka,Bangalore Urban,4378,12.92018682,77.6146976,4.4,2044
Hospital #697,Bangalore,Karnataka,Bangalore Urban,4378,12.79031322,77.63896898,3.3,297
Hospital #698,Bangalore,Karnataka,Bangalore Urban,4378,12.8846211,77.66449904,3.2,690
Hospital #699,Bangalore,Karnataka,Bangalore Urban,4378,12.87718672,77.65580611,4.6,759
Hospital #700,Bangalore,Karnataka,Bangalore Urban,4378,12.90042818,77.62984059,4.5,570
Hospital #701,Bangalore,Karnataka,Bangalore Urban,4378,12.75870637,77.45562903,3,85
Hospital #702,Bangalore,Karnataka,Bangalore Urban,4378,13.23521833,77.41380074,3.5,8
Hospital #703,Bangalore,Karnataka,Bangalore Urban,4378,12.92075148,77.56989427,4.2,951
Hospital #704,Bangalore,Karnataka,Bangalore Urban,4378,13.0447876,77.47741174,4.6,2239
Hospital #705,Bangalore,Karnataka,Bangalore Urban,4378,13.03619122,77.64216582,4.4,6565
Hospital #706,Bangalore,Karnataka,Bangalore Urban,4378,12.92542065,77.45577775,3.1,126
Hospital #707,Bangalore,Karnataka,Bangalore Urban,4378,12.90066792,77.569794,3.5,585
Hospital #708,Bangalore,Karnataka,Bangalore Urban,4378,13.19885587,77.72058426,3.8,210
Hospital #709,Bangalore,Karnataka,Bangalore Urban,4378,13.00100573,77.60764767,4.1,229
Hospital #710,Bangalore,Karnataka,Bangalore Urban,4378,13.15455999,77.41378315,4.2,33
Hospital #711,Bangalore,Karnataka,Bangalore Urban,4378,12.91881159,77.77565936,3.9,85
Hospital #712,Bangalore,Karnataka,Bangalore Urban,4378,12.88185452,77.77207819,3.2,67
Hospital #713,Bangalore,Karnataka,Bangalore Urban,4378,12.89549357,77.56243174,4.8,8332
Hospital #714,Bangalore,Karnataka,Bangalore Urban,4378,13.11100438,77.58833708,3.7,258
Hospital #715,Bangalore,Karnataka,Bangalore Urban,4378,12.93500567,77.43563475,4.1,726
Hospital #716,Bangalore,Karnataka,Bangalore Urban,4378,12.9862195,77.59861386,4.6,5144
Hospital #717,Bangalore,Karnataka,Bangalore Urban,4378,13.05109031,77.60153039,3.6,412
Hospital #718,Bangalore,Karnataka,Bangalore Urban,4378,12.94198787,77.53242409,4.7,705
Hospital #719,Bangalore,Karnataka,Bangalore Urban,4378,12.9042501,77.522527,4,495
Hospital #720,Bangalore,Karnataka,Bangalore Urban,4378,12.92337392,77.57233801,4,766
Hospital #721,Bangalore,Karnataka,Bangalore Urban,4378,12.90438392,77.54194692,4,161
Hospital #722,Bangalore,Karnataka,Bangalore Urban,4378,12.97566398,77.64127365,3.6,1150
Hospital #723,Bangalore,Karnataka,Bangalore Urban,4378,12.9681449,77.57236018,4.1,315
Hospital #724,Bangalore,Karnataka,Bangalore Urban,4378,12.94829491,77.7012952,3.5,642
Hospital #725,Bangalore,Karnataka,Bangalore Urban,4378,12.99802549,77.57741814,3.3,257
Hospital #726,Bangalore,Karnataka,Bangalore Urban,4378,13.04717967,77.5051593,4.6,1263
Hospital #727,Bangalore,Karnataka,Bangalore Urban,4378,13.14811268,77.6635851,4.9,112
Hospital #728,Bangalore,Karnataka,Bangalore Urban,4378,12.95047718,77.59630998,4.6,4792
Hospital #729,Bangalore,Karnataka,Bangalore Urban,4378,12.92955934,77.57983083,4.8,13479
Hospital #730,Bangalore,Karnataka,Bangalore Urban,4378,13.00961862,77.74901419,3.7,945
Hospital #731,Bangalore,Karnataka,Bangalore Urban,4378,13.117031,77.5552417,4.3,177
Hospital #732,Bangalore,Karnataka,Bangalore Urban,4378,13.0703665,77.63499534,4.9,112
Hospital #733,Bangalore,Karnataka,Bangalore Urban,4378,12.98906215,77.61144745,3.5,361
Hospital #734,Bangalore,Karnataka,Bangalore Urban,4378,12.79055383,77.74478549,4,935
Hospital #735,Bangalore,Karnataka,Bangalore Urban,4378,12.87973295,77.80008515,3.1,1
Hospital #736,Bangalore,Karnataka,Bangalore Urban,4378,13.06247929,77.49269693,4.4,3513
Hospital #737,Bangalore,Karnataka,Bangalore Urban,4378,13.03952367,77.59489179,4.6,237
Hospital #738,Bangalore,Karnataka,Bangalore Urban,4378,12.9510447,77.49789257,4.6,2545
Hospital #739,Bangalore,Karnataka,Bangalore Urban,4378,12.8757207,77.55361755,4.1,163
Hospital #740,Bangalore,Karnataka,Bangalore Urban,4378,12.90199121,77.64332481,4.2,152
Hospital #741,Bangalore,Karnataka,Bangalore Urban,4378,12.93010058,77.57127396,3.6,96
Hospital #742,Bantwal,Karnataka,Dakshina Kannada,457,12.8824375,75.0293679,3.2,69
Hospital #743,Belgaum,Karnataka,Belagavi,356,15.80773561,74.48350702,3.2,71
Hospital #744,Belgaum,Karnataka,Belagavi,356,15.83004341,74.45806784,4.9,86
Hospital #745,Belgaum,Karnataka,Belagavi,356,15.89990076,74.52043659,3.7,1056
Hospital #746,Belgaum,Karnataka,Belagavi,356,15.88109648,74.5099008,3.3,36
Hospital #747,Belguam,Karnataka,Belagavi,356,15.96469593,74.66785225,2.4,7
Hospital #748,Belguam,Karnataka,Belagavi,356,15.83888037,74.44394026,3.4,65
Hospital #749,Belguam,Karnataka,Belagavi,356,15.89120555,74.53343902,3.3,75
Hospital #750,Belguam,Karnataka,Belagavi,356,15.81762547,74.4659041,4.2,414
Hospital #751,Belguam,Karnataka,Belagavi,356,15.85974976,74.47147294,4.7,159
Hospital #752,Bellary,Karnataka,Ballari,330,15.1963125,76.6563679,3.7,232
Hospital #753,Bellary,Karnataka,Ballari,330,15.1655957,76.90985433,2.9,6
Hospital #754,Bellary,Karnataka,Ballari,330,15.1577008,76.92753919,4.3,218
Hospital #755,Bidar,Karnataka,Bidar,312,18.02614449,77.5333296,3.1,46
Hospital #756,Bidar,Karnataka,Bidar,312,17.88816009,77.47798736,3.8,189
Hospital #757,Bidar,Karnataka,Bidar,312,17.89576293,77.47536947,3.8,129
Hospital #758,Bijapur,Karnataka,Bijapur,207,16.81966032,75.69712816,3.9,110
Hospital #758,Bijapur,Karnataka,Bijapur,35,16.81966032,75.69712816,3.9,110
Hospital #759,Bijapur,Karnataka,Bijapur,207,16.81620528,75.72203293,3.9,193
Hospital #759,Bijapur,Karnataka,Bijapur,35,16.81620528,75.72203293,3.9,193
Hospital #760,Bijapur,Karnataka,Bijapur,207,16.83864478,75.6029999,3.5,35
Hospital #760,Bijapur,Karnataka,Bijapur,35,16.83864478,75.6029999,3.5,35
Hospital #761,Bijapur,Karnataka,Bijapur,207,12.80754281,77.37452482,3.4,36
Hospital #761,Bijapur,Karnataka,Bijapur,35,12.80754281,77.37452482,3.4,36
Hospital #762,Binaga,Karnataka,Uttara Kannada,132,12.95279595,77.5821782,3.6,300
Hospital #763,Chamrajnagar,Karnataka,Chamarajanagar,200,13.30823205,75.72224842,3.2,82
Hospital #764,Chickmangalore,Karnataka,Chikmagalur,158,13.32290432,75.76248675,4.8,298
Hospital #765,Chickmangalore,Karnataka,Chikmagalur,158,13.5569375,76.0099929,3.8,10
Hospital #766,Chikmagalaur,Karnataka,Chikmagalur,158,13.3558338,75.78446282,3.5,113
Hospital #767,Chikmagalaur,Karnataka,Chikmagalur,158,13.37206241,75.78025426,4.2,159
Hospital #768,Chikmaglur,Karnataka,Chikmagalur,158,13.33735914,75.77503151,4.5,2044
Hospital #769,Chitradurga,Karnataka,Chitradurga,197,14.21233055,76.38672403,3.8,3
Hospital #770,Chitradurga,Karnataka,Chitradurga,197,14.22957463,76.39483036,4.4,77
Hospital #771,Chitradurga,Karnataka,Chitradurga,197,14.47003115,75.91042526,4.5,11
Hospital #772,Davangere,Karnataka,Davanagere,370,14.47057003,75.90973329,3.1,280
Hospital #773,Davangere,Karnataka,Davanagere,370,14.45704361,75.91450497,4.8,2338
Hospital #774,Davangere,Karnataka,Davanagere,370,14.44273477,75.92043887,4.4,67
Hospital #775,Davangere,Karnataka,Davanagere,370,15.42695357,74.90184275,3.5,24
Hospital #776,Dharwad,Karnataka,Dharwad,434,15.45047618,75.0406413,3.4,158
Hospital #777,Dharwad,Karnataka,Dharwad,434,15.31193,74.94823926,3.1,9
Hospital #778,Dharwad,Karnataka,Dharwad,434,15.41730499,75.0399374,4.1,3019
Hospital #779,Dharwad,Karnataka,Dharwad,434,15.50047284,75.05123695,3.5,68
Hospital #780,Gokak,Karnataka,Belagavi,356,16.1649375,74.8423679,4.1,38
Hospital #781,Gulbarga,Karnataka,Kalaburagi,233,17.31332786,76.73168222,3.6,4
Hospital #782,Gulbarga,Karnataka,Kalaburagi,233,17.3318993,76.72001547,3.3,70
Hospital #783,Gulbarga,Karnataka,Kalaburagi,233,17.36020047,76.87300777,3.1,68
Hospital #784,Gulbarga,Karnataka,Kalaburagi,233,17.29601871,76.87183446,4.4,21
Hospital #785,Hassan,Karnataka,Hassan,261,12.9988435,76.11251709,3.2,83
Hospital #786,Hassan,Karnataka,Hassan,261,12.99803988,76.11407986,4,523
Hospital #787,Hassan,Karnataka,Hassan,261,12.32962013,76.61015018,4.1,314
Hospital #788,Hassan,Karnataka,Hassan,261,12.33959197,76.62749884,4.1,229
Hospital #789,Hassan,Karnataka,Hassan,261,12.27655177,76.62383073,4.1,229
Hospital #790,Hassan,Karnataka,Hassan,261,12.32778489,76.60479606,4.1,229
Hospital #791,Hassan,Karnataka,Hassan,261,12.33735392,76.64981419,4.1,229
Hospital #792,Hassan,Karnataka,Hassan,261,12.36847981,76.59937335,4.1,229
Hospital #793,Hospet,Karnataka,Vijayanagara,240,12.29456967,76.6054762,4.1,229
Hospital #794,Hospet,Karnataka,Vijayanagara,240,12.34631429,76.61147311,4.1,229
Hospital #795,Hubli,Karnataka,Dharwad,434,12.39236614,76.56103565,4,262
Hospital #796,Hubli,Karnataka,Dharwad,434,12.28222015,76.54719353,4.1,229
Hospital #797,Hubli,Karnataka,Dharwad,434,12.32908893,76.61747537,4.2,201
Hospital #798,Hubli,Karnataka,Dharwad,434,12.34246298,76.59794936,4.1,229
Hospital #799,Hubli,Karnataka,Dharwad,434,12.33910658,76.6024933,4,262
Hospital #800,Hubli,Karnataka,Dharwad,434,12.33425616,76.60496295,4.2,201
Hospital #801,Hubli,Karnataka,Dharwad,434,12.35702014,76.64339495,4.2,201
Hospital #802,Hubli,Karnataka,Dharwad,434,12.34586688,76.66107991,4.1,229
Hospital #803,Hubli,Karnataka,Dharwad,434,12.39632483,76.56783957,4.1,229
Hospital #804,Hubli,Karnataka,Dharwad,434,12.31339935,76.60598228,4.1,229
Hospital #805,Hubli,Karnataka,Dharwad,434,12.27622616,76.60353124,4.1,229
Hospital #806,Hubli,Karnataka,Dharwad,434,12.2707372,76.61030619,4.2,201
Hospital #807,Hubli,Karnataka,Dharwad,434,12.32185199,76.59207501,4.1,229
Hospital #808,Hubli,Karnataka,Dharwad,434,12.3063956,76.63091589,4,262
Hospital #809,Karwar,Karnataka,Uttara Kannada,132,12.32929671,76.61407093,4.2,201
Hospital #810,Kolar,Karnataka,Kolar,384,12.39055289,76.64811646,4.1,229
Hospital #811,Kolar,Karnataka,Kolar,384,12.28747325,76.587418,4,262
Hospital #812,Kolar,Karnataka,Kolar,384,12.36565864,76.56989424,4.1,229
Hospital #813,Kolar,Karnataka,Kolar,384,12.33604783,76.61047985,4.1,229
Hospital #814,Koppal,Karnataka,Koppal,250,12.34729169,76.59377174,4.1,229
Hospital #815,Kundapur,Karnataka,Udupi,304,12.40952331,76.47327993,3.7,74
Hospital #816,Madikeri,Karnataka,Kodagu,135,12.31117348,76.67877552,3.8,66
Hospital #817,Mandya,Karnataka,Mandya,365,12.28011609,76.67985003,3.8,66
Hospital #818,Mandya,Karnataka,Mandya,365,12.33315272,76.6137098,3.8,66
Hospital #819,Mandya,Karnataka,Mandya,365,12.30630578,76.64213281,3.8,66
Hospital #820,Mandya,Karnataka,Mandya,365,12.46474049,76.60581702,3.8,66
Hospital #821,Mandya,Karnataka,Mandya,365,12.31441559,76.61381179,3.9,59
Hospital #822,Mangalore,Karnataka,Dakshina Kannada,457,12.33057856,76.61216365,3.8,66
Hospital #823,Mangalore,Karnataka,Dakshina Kannada,457,12.36268353,76.56401877,3.8,66
Hospital #824,Mangalore,Karnataka,Dakshina Kannada,457,12.45121567,76.56096179,3.8,66
Hospital #825,Mangalore,Karnataka,Dakshina Kannada,457,12.3821786,76.68688676,3.8,66
Hospital #826,Mangalore,Karnataka,Dakshina Kannada,457,12.35133273,76.60555246,3.8,66
Hospital #827,Mangalore,Karnataka,Dakshina Kannada,457,12.39683314,76.59695293,3.8,66
Hospital #828,Mangalore,Karnataka,Dakshina Kannada,457,12.40982173,76.61441113,3.9,59
Hospital #829,Mangalore,Karnataka,Dakshina Kannada,457,12.29736742,76.55522321,3.8,66
Hospital #830,Mangalore,Karnataka,Dakshina Kannada,457,12.44406664,76.64070181,3.8,66
Hospital #831,Mangalore,Karnataka,Dakshina Kannada,457,12.36341802,76.74379462,3.7,74
Hospital #832,Mangalore,Karnataka,Dakshina Kannada,457,12.4368677,76.66028596,3.8,66
Hospital #833,Mysore,Karnataka,Mysore,437,12.30278851,76.62748011,4.1,229
Hospital #834,Mysore,Karnataka,Mysore,437,12.26199615,76.71227359,5,13
Hospital #835,Mysore,Karnataka,Mysore,437,12.33102851,76.6182509,3.6,57
Hospital #836,Mysore,Karnataka,Mysore,437,12.2924362,76.60813234,4.9,35058
Hospital #837,Mysore,Karnataka,Mysore,437,12.28724577,76.64229511,4.1,1123
Hospital #838,Mysore,Karnataka,Mysore,437,12.35832671,76.60377606,4.8,1464
Hospital #839,Mysore,Karnataka,Mysore,437,12.34141241,76.66153397,4.7,6991
Hospital #840,Mysore,Karnataka,Mysore,437,12.11873564,77.18747838,4.4,607
Hospital #841,Mysore,Karnataka,Mysore,437,12.10904995,77.24356715,3.9,530
Hospital #842,Mysore,Karnataka,Mysore,437,12.34678214,76.62018724,3,445
Hospital #843,Mysore,Karnataka,Mysore,437,12.38060008,76.48365475,3.8,55
Hospital #844,Mysore,Karnataka,Mysore,437,12.35547775,76.6575805,4.9,31230
Hospital #845,Mysore,Karnataka,Mysore,437,12.35447626,76.5833998,4.3,79
Hospital #846,Mysore,Karnataka,Mysore,437,12.36948381,76.68195976,4.2,201
Hospital #847,Mysore,Karnataka,Mysore,437,12.32140875,76.64348851,4.3,322
Hospital #848,Mysore,Karnataka,Mysore,437,12.27637522,76.62592062,3.4,63
Hospital #849,Mysore,Karnataka,Mysore,437,12.30963119,76.69678815,3.7,65
Hospital #850,Mysore,Karnataka,Mysore,437,12.34419901,76.62129995,2.8,134
Hospital #851,Mysore,Karnataka,Mysore,437,12.30905504,76.62271821,4.7,3196
Hospital #852,Mysore,Karnataka,Mysore,437,12.50448774,76.48590965,5,1
Hospital #853,Mysore,Karnataka,Mysore,437,12.32094154,76.56208419,3.3,137
Hospital #854,Mysore,Karnataka,Mysore,437,12.31561791,76.6380751,4.2,879
Hospital #855,Mysore,Karnataka,Mysore,437,12.30328797,76.58359927,4.1,83
Hospital #856,Nanjangud,Karnataka,Mysore,437,12.0913329,76.67341909,4.7,1085
Hospital #857,Nelamangala,Karnataka,Bangalore Rural,441,12.88968667,77.73634603,3.1,24
Hospital #858,Puttur,Karnataka,Dakshina Kannada,457,12.90756682,77.20793106,2.6,14
Hospital #859,Ramanagra,Karnataka,Ramanagara,303,12.66062065,77.38952862,4.5,20
Hospital #860,Ramanagra,Karnataka,Ramanagara,303,12.66811944,77.2202077,4.5,63
Hospital #861,Shimoga,Karnataka,Shimoga,207,13.90766385,75.64001113,3.7,57
Hospital #862,Shimoga,Karnataka,Shimoga,207,13.94131208,75.56314738,4.9,598
Hospital #863,Shimoga,Karnataka,Shimoga,207,13.9800965,75.58089845,2.8,47
Hospital #864,Shimoga,Karnataka,Shimoga,207,13.97528219,75.60557026,3.6,43
Hospital #865,Shimoga,Karnataka,Shimoga,207,13.93402119,75.53601461,4,1199
Hospital #866,Shimoga,Karnataka,Shimoga,207,13.93043,75.58734215,4.3,497
Hospital #867,Sirsi,Karnataka,Uttara Kannada,132,13.31997153,77.31773715,3.1,36
Hospital #868,Tirthahalli,Karnataka,Shimoga,207,13.32248104,77.21534105,3.6,46
Hospital #869,Tumkur,Karnataka,Tumakuru,253,13.26758212,77.20402735,4.2,113
Hospital #870,Tumkur,Karnataka,Tumakuru,253,13.18650921,77.33521828,4.3,24
Hospital #871,Tumkur,Karnataka,Tumakuru,253,13.33141756,77.0857287,4.2,76
Hospital #872,Tumkur,Karnataka,Tumakuru,253,13.43602776,76.9528371,4.1,28
Hospital #873,Tumkur,Karnataka,Tumakuru,253,13.28540266,77.52818172,3.4,25
Hospital #874,Tumkur,Karnataka,Tumakuru,253,13.35204804,77.09327528,4.8,803
Hospital #875,Tumkur,Karnataka,Tumakuru,253,13.17686528,77.11754671,3.4,78
Hospital #876,Tumkur,Karnataka,Tumakuru,253,13.41663098,77.21800297,2.5,19
Hospital #877,Tumkur,Karnataka,Tumakuru,253,13.34581332,77.09100342,4.6,1043
Hospital #878,Tumkur,Karnataka,Tumakuru,253,13.32997624,77.10967925,3.9,1052
Hospital #879,Tumkur,Karnataka,Tumakuru,253,13.28452074,77.10917447,4.3,126
Hospital #880,Tumkur,Karnataka,Tumakuru,253,13.18487121,77.05350612,3.6,50
Hospital #881,Tumkur,Karnataka,Tumakuru,253,13.50082034,77.04769382,4,51
Hospital #882,Tumkur,Karnataka,Tumakuru,253,13.22683511,76.99399022,3,123
Hospital #883,Tumkur,Karnataka,Tumakuru,253,13.31249406,77.0687614,4.2,406
Hospital #884,Tumkur,Karnataka,Tumakuru,253,13.1141755,76.98245302,4.8,17
Hospital #885,Tumkur,Karnataka,Tumakuru,253,13.39908145,77.06827608,4.1,229
Hospital #886,Tumkur,Karnataka,Tumakuru,253,13.37129273,76.92496088,3,117
Hospital #887,Tumkur,Karnataka,Tumakuru,253,13.45951736,74.82298914,3.2,14
Hospital #888,Udupi,Karnataka,Udupi,304,13.33998423,74.73518908,4.4,4563
Hospital #889,Udupi,Karnataka,Udupi,304,13.32533061,74.79396402,3.9,183
Hospital #890,Udupi,Karnataka,Udupi,304,13.34637517,74.74207851,4.4,1518
Hospital #891,Udupi,Karnataka,Udupi,304,13.3663302,74.80003527,3.8,1410
Hospital #892,Udupi,Karnataka,Udupi,304,13.59385259,74.72929059,3.7,111
Hospital #893,Udupi,Karnataka,Udupi,304,13.54497845,74.75424242,3.4,81
Hospital #894,Aluva,Kerala,Ernakulam,1069,10.1436373,76.33714675,3.5,226
Hospital #895,Calicut,Kerala,Kozhikode,1318,11.26923257,75.80101293,3.8,700
Hospital #896,Calicut,Kerala,Kozhikode,1318,11.2957935,75.75263736,4,880
Hospital #897,Calicut,Kerala,Kozhikode,1318,11.3081235,75.7332201,4.5,4031
Hospital #898,Calicut,Kerala,Kozhikode,1318,11.15907159,75.75507275,3.2,345
Hospital #899,Cochin,Kerala,Ernakulam,1069,9.86099374,76.30681448,4,511
Hospital #900,Ernakulam,Kerala,Ernakulam,1069,9.981123766,76.05433716,3.6,40
Hospital #901,Ernakulam,Kerala,Ernakulam,1069,9.930732692,76.29976558,4.5,6400
Hospital #902,Ernakulam,Kerala,Ernakulam,1069,9.98648267,76.6863381,3.6,171
Hospital #903,Ernakulam,Kerala,Ernakulam,1069,10.06718712,76.28387246,4.6,596
Hospital #904,Ernakulam,Kerala,Ernakulam,1069,9.983084166,76.28303898,4.1,400
Hospital #905,Kannur,Kerala,Kannur,852,11.74860008,75.46117394,3.2,586
Hospital #906,Kannur,Kerala,Kannur,852,11.8861478,75.36204316,2.8,47
Hospital #907,Kannur,Kerala,Kannur,852,11.87492754,75.37499722,2.7,534
Hospital #908,Kannur,Kerala,Kannur,852,11.74713951,75.49606151,3.8,693
Hospital #909,Kochi,Kerala,Ernakulam,1069,10.00559617,76.30825311,4.5,204
Hospital #910,Kochi,Kerala,Ernakulam,1069,9.95229351,76.26965198,4.6,1719
Hospital #911,Kochi,Kerala,Ernakulam,1069,9.91393478,76.29929354,3.6,203
Hospital #912,Kochi,Kerala,Ernakulam,1069,10.10575906,76.3591342,4.8,12712
Hospital #913,Kochi,Kerala,Ernakulam,1069,9.980753869,76.31576075,4.3,524
Hospital #914,Kochi,Kerala,Ernakulam,1069,10.00272967,76.3257055,4.3,301
Hospital #915,Kochi,Kerala,Ernakulam,1069,9.952821103,76.28290002,4,873
Hospital #916,Kochi,Kerala,Ernakulam,1069,9.956239736,76.23772957,3.6,2345
Hospital #917,Kochi,Kerala,Ernakulam,1069,9.988406511,76.27841358,3.7,133
Hospital #918,Kochi,Kerala,Ernakulam,1069,10.02406678,76.33031206,4.6,6027
Hospital #919,Kollam,Kerala,Kollam,1056,8.913481758,76.57833791,3.8,420
Hospital #920,Kollam,Kerala,Kollam,1056,8.875204976,76.67866145,3.9,1059
